"RK010"	"RK020"	"RK020_F"	"RK030"	"RK030_F"	"RK040"	"RK040_F"	"RK050"	"RK050_F"	"RK060"	"RK060_F"	"RK070"	"RK070_F"	"RK080"	"RK080_F"
232860102	8	" 1"	NA	"-1"	"5"	" 1"	"1"	" 1"	"1"	" 1"	NA	"-1"	"4"	" 1"
232880101	2	" 1"	10	" 1"	"3"	" 1"	"1"	" 1"	"5"	" 1"	4	" 1"	"1"	" 1"
234070101	14	" 1"	180	" 1"	"2"	" 1"	"1"	" 1"	"1"	" 1"	4	" 1"	"1"	" 1"
160030101	1	" 1"	5	" 1"	"1"	" 1"	"1"	" 1"	"2"	" 1"	0	" 1"	"1"	" 1"
186330301	6	" 1"	20	" 1"	"1"	" 1"	"1"	" 1"	"1"	" 1"	14	" 1"	"3"	" 1"
135300201	9	" 1"	480	" 1"	"2"	" 1"	"1"	" 1"	"6"	" 1"	0	" 1"	"1"	" 1"
135360101	17	" 1"	NA	"-1"	"2"	" 1"	"3"	" 1"	"7"	" 1"	0	" 1"	"1"	" 1"
168400101	14	" 1"	240	" 1"	"6"	" 1"	"1"	" 1"	"4"	" 1"	4	" 1"	"1"	" 1"
168400102	12	" 1"	240	" 1"	"1"	" 1"	"1"	" 1"	"1"	" 1"	0	" 1"	"1"	" 1"
168400103	10	" 1"	240	" 1"	"6"	" 1"	"1"	" 1"	"1"	" 1"	0	" 1"	"1"	" 1"
168400104	10	" 1"	240	" 1"	"6"	" 1"	"1"	" 1"	"1"	" 1"	0	" 1"	"1"	" 1"
153350101	8	" 1"	20	" 1"	"2"	" 1"	"1"	" 1"	"3"	" 1"	8	" 1"	"3"	" 1"
153910301	3	" 1"	600	" 1"	"2"	" 1"	"3"	" 1"	"7"	" 1"	0	" 1"	"1"	" 1"
154760601	12	" 1"	NA	"-1"	"1"	" 1"	"3"	" 1"	"7"	" 1"	0	" 1"	"1"	" 1"
154760602	8	" 1"	NA	"-1"	"1"	" 1"	"3"	" 1"	"7"	" 1"	0	" 1"	"1"	" 1"
154920101	11	" 1"	NA	"-1"	"1"	" 1"	"3"	" 1"	"7"	" 1"	0	" 1"	"1"	" 1"
155150101	15	" 1"	15	" 1"	"1"	" 1"	"1"	" 1"	"3"	" 1"	5	" 1"	"1"	" 1"
156680101	10	" 1"	30	" 1"	"1"	" 1"	"1"	" 1"	"3"	" 1"	8	" 1"	"1"	" 1"
156810101	14	" 1"	10	" 1"	"1"	" 1"	"1"	" 1"	"2"	" 1"	13	" 1"	"1"	" 1"
157020101	14	" 1"	25	" 1"	"5"	" 1"	"3"	" 1"	"1"	" 1"	0	" 1"	"1"	" 1"
157260101	7	" 1"	690	" 1"	"1"	" 1"	"1"	" 1"	"7"	" 1"	0	" 1"	"4"	" 1"
157260201	13	" 1"	690	" 1"	"1"	" 1"	"3"	" 1"	"7"	" 1"	0	" 1"	"1"	" 1"
157260202	5	" 1"	690	" 1"	"1"	" 1"	"3"	" 1"	"7"	" 1"	0	" 1"	"1"	" 1"
157260203	4	" 1"	690	" 1"	"1"	" 1"	"3"	" 1"	"7"	" 1"	0	" 1"	"1"	" 1"
157350101	13	" 1"	25	" 1"	"2"	" 1"	"1"	" 1"	"4"	" 1"	4	" 1"	"1"	" 1"
157520101	15	" 1"	NA	"-1"	"2"	" 1"	"1"	" 1"	"6"	" 1"	0	" 1"	"1"	" 1"
157520102	14	" 1"	NA	"-1"	"2"	" 1"	"1"	" 1"	"6"	" 1"	0	" 1"	"1"	" 1"
159030101	16	" 1"	990	" 1"	"3"	" 1"	"1"	" 1"	"7"	" 1"	0	" 1"	"3"	" 1"
176380101	8	" 1"	11	" 1"	"2"	" 1"	"1"	" 1"	"7"	" 1"	0	" 1"	"1"	" 1"
188160101	4	" 1"	990	" 1"	"2"	" 1"	"2"	" 1"	"1"	" 1"	0	" 1"	"1"	" 1"
188160102	8	" 1"	990	" 1"	"2"	" 1"	"2"	" 1"	"1"	" 1"	0	" 1"	"1"	" 1"
188160103	7	" 1"	5	" 1"	"1"	" 1"	"1"	" 1"	"2"	" 1"	1	" 1"	"1"	" 1"
241210201	16	" 1"	60	" 1"	"1"	" 1"	"2"	" 1"	"1"	" 1"	20	" 1"	"3"	" 1"
241210202	14	" 1"	60	" 1"	"1"	" 1"	"2"	" 1"	"1"	" 1"	20	" 1"	"3"	" 1"
241210203	9	" 1"	60	" 1"	"1"	" 1"	"2"	" 1"	"1"	" 1"	20	" 1"	"3"	" 1"
241210204	9	" 1"	60	" 1"	"1"	" 1"	"2"	" 1"	"1"	" 1"	20	" 1"	"3"	" 1"
138670101	15	" 1"	10	" 1"	"4"	" 1"	"1"	" 1"	"3"	" 1"	3	" 1"	"3"	" 1"
139330101	13	" 1"	25	" 1"	"2"	" 1"	"1"	" 1"	"3"	" 1"	4	" 1"	"1"	" 1"
242110101	11	" 1"	20	" 1"	"1"	" 1"	"1"	" 1"	"4"	" 1"	15	" 1"	"3"	" 1"
242110201	9	" 1"	15	" 1"	"1"	" 1"	"1"	" 1"	"4"	" 1"	15	" 1"	"3"	" 1"
165900201	14	" 1"	30	" 1"	"2"	" 1"	"1"	" 1"	"3"	" 1"	0	" 1"	"1"	" 1"
242990101	16	" 1"	60	" 1"	"2"	" 1"	"1"	" 1"	"1"	" 1"	4	" 1"	"1"	" 1"
242990102	11	" 1"	60	" 1"	"2"	" 1"	"1"	" 1"	"1"	" 1"	4	" 1"	"1"	" 1"
139990201	10	" 1"	NA	"-1"	"2"	" 1"	"3"	" 1"	"7"	" 1"	0	" 1"	"1"	" 1"
139990202	12	" 1"	NA	"-1"	"2"	" 1"	"3"	" 1"	"7"	" 1"	0	" 1"	"1"	" 1"
142530101	13	" 1"	15	" 1"	"2"	" 1"	"1"	" 1"	"3"	" 1"	4	" 1"	"3"	" 1"
142850101	0	" 1"	5	" 1"	"1"	" 1"	"1"	" 1"	"3"	" 1"	3	" 1"	"3"	" 1"
226580101	16	" 1"	80	" 1"	"3"	" 1"	"1"	" 1"	"4"	" 1"	7	" 1"	"1"	" 1"
226720401	11	" 1"	45	" 1"	"3"	" 1"	"3"	" 1"	"4"	" 1"	4	" 1"	"1"	" 1"
226760101	6	" 1"	20	" 1"	"1"	" 1"	"1"	" 1"	"3"	" 1"	14	" 1"	"3"	" 1"
226800201	12	" 1"	5	" 1"	"2"	" 1"	"1"	" 1"	"3"	" 1"	8	" 1"	"1"	" 1"
226990201	1	" 1"	30	" 1"	"6"	" 1"	"1"	" 1"	"7"	" 1"	NA	"-1"	"1"	" 1"
173890201	17	" 1"	10	" 1"	"1"	" 1"	"1"	" 1"	"1"	" 1"	10	" 1"	"3"	" 1"
199470101	17	" 1"	1	" 1"	"1"	" 1"	"1"	" 1"	"1"	" 1"	10	" 1"	"1"	" 1"
199470102	14	" 1"	1	" 1"	"1"	" 1"	"1"	" 1"	"1"	" 1"	10	" 1"	"1"	" 1"
199610101	13	" 1"	2	" 1"	"3"	" 1"	"1"	" 1"	"6"	" 1"	30	" 1"	"1"	" 1"
199610102	10	" 1"	2	" 1"	"4"	" 1"	"1"	" 1"	"5"	" 1"	30	" 1"	"1"	" 1"
199930101	12	" 1"	50	" 1"	"1"	" 1"	"3"	" 1"	"4"	" 1"	4	" 1"	"3"	" 1"
199930102	10	" 1"	50	" 1"	"3"	" 1"	"3"	" 1"	"4"	" 1"	4	" 1"	"3"	" 1"
200200101	15	" 1"	800	" 1"	"2"	" 1"	"3"	" 1"	"7"	" 1"	0	" 1"	"4"	" 1"
200200102	14	" 1"	60	" 1"	"2"	" 1"	"3"	" 1"	"4"	" 1"	2	" 1"	"1"	" 1"
200200201	10	" 1"	800	" 1"	"1"	" 1"	"3"	" 1"	"7"	" 1"	0	" 1"	"1"	" 1"
200200401	4	" 1"	800	" 1"	"1"	" 1"	"3"	" 1"	"7"	" 1"	0	" 1"	"3"	" 1"
200310401	11	" 1"	20	" 1"	"2"	" 1"	"2"	" 1"	"4"	" 1"	0	" 1"	"1"	" 1"
200640101	12	" 1"	990	" 1"	"1"	" 1"	"3"	" 1"	"6"	" 1"	0	" 1"	"1"	" 1"
200650301	10	" 1"	NA	"-1"	"5"	" 1"	"3"	" 1"	"6"	" 1"	NA	"-1"	"1"	" 1"
201200101	17	" 1"	30	" 1"	"4"	" 1"	"3"	" 1"	"6"	" 1"	0	" 1"	"1"	" 1"
201470101	11	" 1"	240	" 1"	"2"	" 1"	"3"	" 1"	"1"	" 1"	0	" 1"	"1"	" 1"
201610101	17	" 1"	60	" 1"	"2"	" 1"	"2"	" 1"	"5"	" 1"	0	" 1"	"4"	" 1"
202060401	14	" 1"	NA	"-1"	"5"	" 1"	"3"	" 1"	"6"	" 1"	0	" 1"	"1"	" 1"
202420101	16	" 1"	20	" 1"	"1"	" 1"	"1"	" 1"	"1"	" 1"	4	" 1"	"1"	" 1"
202780201	5	" 1"	720	" 1"	"2"	" 1"	"1"	" 1"	"1"	" 1"	24	" 1"	"3"	" 1"
202790301	9	" 1"	NA	"-1"	"2"	" 1"	"3"	" 1"	"7"	" 1"	0	" 1"	"1"	" 1"
203130101	17	" 1"	10	" 1"	"1"	" 1"	"1"	" 1"	"3"	" 1"	6	" 1"	"1"	" 1"
203490101	8	" 1"	50	" 1"	"4"	" 1"	"1"	" 1"	"5"	" 1"	2	" 1"	"3"	" 1"
203620101	12	" 1"	8	" 1"	"1"	" 1"	"1"	" 1"	"1"	" 1"	8	" 1"	"3"	" 1"
203720101	17	" 1"	40	" 1"	"2"	" 1"	"1"	" 1"	"4"	" 1"	4	" 1"	"1"	" 1"
204090101	14	" 1"	15	" 1"	"2"	" 1"	"1"	" 1"	"1"	" 1"	15	" 1"	"3"	" 1"
204380101	12	" 1"	4	" 1"	"2"	" 1"	"1"	" 1"	"2"	" 1"	6	" 1"	"1"	" 1"
210500201	17	" 1"	5	" 1"	"1"	" 1"	"1"	" 1"	"3"	" 1"	3	" 1"	"1"	" 1"
210810101	16	" 1"	240	" 1"	"5"	" 1"	"1"	" 1"	"1"	" 1"	6	" 1"	"1"	" 1"
211900101	9	" 1"	10	" 1"	"1"	" 1"	"1"	" 1"	"2"	" 1"	8	" 1"	"3"	" 1"
214950101	16	" 1"	15	" 1"	"2"	" 1"	"3"	" 1"	"4"	" 1"	4	" 1"	"3"	" 1"
214950102	13	" 1"	990	" 1"	"4"	" 1"	"3"	" 1"	"7"	" 1"	0	" 1"	"3"	" 1"
214950103	8	" 1"	15	" 1"	"2"	" 1"	"3"	" 1"	"4"	" 1"	0	" 1"	"3"	" 1"
214950104	8	" 1"	990	" 1"	"4"	" 1"	"3"	" 1"	"7"	" 1"	0	" 1"	"3"	" 1"
215400101	15	" 1"	15	" 1"	"2"	" 1"	"1"	" 1"	"3"	" 1"	0	" 1"	"1"	" 1"
216290101	17	" 1"	NA	"-1"	"2"	" 1"	"1"	" 1"	" "	"-1"	NA	"-1"	"1"	" 1"
216290201	8	" 1"	NA	"-1"	"6"	" 1"	" "	"-1"	"5"	" 1"	NA	"-1"	"4"	" 1"
216290202	6	" 1"	NA	"-1"	"6"	" 1"	" "	"-1"	"5"	" 1"	NA	"-1"	"4"	" 1"
181450101	16	" 1"	NA	"-1"	"2"	" 1"	"3"	" 1"	"7"	" 1"	0	" 1"	"3"	" 1"
181450102	13	" 1"	NA	"-1"	"2"	" 1"	"3"	" 1"	"7"	" 1"	NA	"-1"	"3"	" 1"
134020101	5	" 1"	10	" 1"	"1"	" 1"	"1"	" 1"	"1"	" 1"	7	" 1"	"3"	" 1"
182690201	16	" 1"	15	" 1"	"4"	" 1"	"1"	" 1"	"5"	" 1"	0	" 1"	"3"	" 1"
190180101	17	" 1"	420	" 1"	"6"	" 1"	"2"	" 1"	"7"	" 1"	0	" 1"	"1"	" 1"
280101	15	" 1"	990	" 1"	"2"	" 1"	"1"	" 1"	"7"	" 1"	0	" 1"	"1"	" 1"
1470101	15	" 1"	40	" 1"	"1"	" 1"	"1"	" 1"	"4"	" 1"	4	" 1"	"1"	" 1"
1470102	6	" 1"	40	" 1"	"1"	" 1"	"1"	" 1"	"4"	" 1"	4	" 1"	"1"	" 1"
2100101	12	" 1"	10	" 1"	"1"	" 1"	"2"	" 1"	"1"	" 1"	0	" 1"	"1"	" 1"
2130201	14	" 1"	8	" 1"	"3"	" 1"	"1"	" 1"	"6"	" 1"	4	" 1"	"1"	" 1"
2130202	12	" 1"	8	" 1"	"3"	" 1"	"1"	" 1"	"4"	" 1"	4	" 1"	"1"	" 1"
2130203	9	" 1"	8	" 1"	"3"	" 1"	"1"	" 1"	"4"	" 1"	4	" 1"	"1"	" 1"
2450201	0	" 1"	15	" 1"	"1"	" 1"	"1"	" 1"	"2"	" 1"	7	" 1"	"3"	" 1"
2840201	15	" 1"	15	" 1"	"1"	" 1"	"1"	" 1"	"1"	" 1"	6	" 1"	"1"	" 1"
2940201	NA	"-1"	10	" 1"	"2"	" 1"	"1"	" 1"	"1"	" 1"	0	" 1"	"1"	" 1"
3100201	NA	"-1"	NA	"-1"	"4"	" 1"	" "	"-1"	"6"	" 1"	0	" 1"	"1"	" 1"
3210101	13	" 1"	420	" 1"	"5"	" 1"	"1"	" 1"	"1"	" 1"	0	" 1"	"3"	" 1"
3210501	13	" 1"	420	" 1"	"3"	" 1"	"3"	" 1"	"1"	" 1"	0	" 1"	"3"	" 1"
3210502	12	" 1"	420	" 1"	"3"	" 1"	"3"	" 1"	"6"	" 1"	0	" 1"	"3"	" 1"
3210503	7	" 1"	420	" 1"	"3"	" 1"	"3"	" 1"	"6"	" 1"	0	" 1"	"3"	" 1"
3210504	9	" 1"	420	" 1"	"3"	" 1"	"3"	" 1"	"6"	" 1"	0	" 1"	"3"	" 1"
3210201	13	" 1"	420	" 1"	"5"	" 1"	"1"	" 1"	"1"	" 1"	0	" 1"	"3"	" 1"
3660201	11	" 1"	NA	"-1"	"2"	" 1"	"3"	" 1"	"6"	" 1"	0	" 1"	"1"	" 1"
4000201	17	" 1"	75	" 1"	"1"	" 1"	"1"	" 1"	"4"	" 1"	2	" 1"	"1"	" 1"
4850101	15	" 1"	15	" 1"	"2"	" 1"	"1"	" 1"	"1"	" 1"	1	" 1"	"1"	" 1"
4860101	13	" 1"	NA	"-1"	"2"	" 1"	"1"	" 1"	"1"	" 1"	15	" 1"	"3"	" 1"
5560201	16	" 1"	NA	"-1"	"6"	" 1"	"2"	" 1"	"7"	" 1"	NA	"-1"	"4"	" 1"
6270101	10	" 1"	30	" 1"	"2"	" 1"	"1"	" 1"	"3"	" 1"	8	" 1"	"1"	" 1"
6800101	13	" 1"	15	" 1"	"4"	" 1"	"1"	" 1"	"5"	" 1"	3	" 1"	"1"	" 1"
6800102	15	" 1"	5	" 1"	"5"	" 1"	"1"	" 1"	"6"	" 1"	0	" 1"	"1"	" 1"
7080101	1	" 1"	20	" 1"	"2"	" 1"	"1"	" 1"	"3"	" 1"	8	" 1"	"1"	" 1"
7080102	1	" 1"	20	" 1"	"2"	" 1"	"1"	" 1"	"3"	" 1"	8	" 1"	"1"	" 1"
7570201	7	" 1"	10	" 1"	"2"	" 1"	"1"	" 1"	"3"	" 1"	15	" 1"	"1"	" 1"
10560101	NA	"-1"	NA	"-1"	"6"	" 1"	"3"	" 1"	"7"	" 1"	0	" 1"	"1"	" 1"
10560102	NA	"-1"	NA	"-1"	"6"	" 1"	"3"	" 1"	"7"	" 1"	0	" 1"	" "	"-1"
10920101	11	" 1"	500	" 1"	"2"	" 1"	"1"	" 1"	"6"	" 1"	0	" 1"	"1"	" 1"
12000101	11	" 1"	70	" 1"	"2"	" 1"	"1"	" 1"	"4"	" 1"	5	" 1"	"1"	" 1"
12910201	14	" 1"	45	" 1"	"2"	" 1"	"1"	" 1"	"4"	" 1"	4	" 1"	"1"	" 1"
12940101	17	" 1"	20	" 1"	"1"	" 1"	"1"	" 1"	"3"	" 1"	1	" 1"	"1"	" 1"
12990101	14	" 1"	20	" 1"	"1"	" 1"	"1"	" 1"	"4"	" 1"	4	" 1"	"1"	" 1"
12990102	14	" 1"	20	" 1"	"1"	" 1"	"1"	" 1"	"4"	" 1"	4	" 1"	"1"	" 1"
14180101	17	" 1"	6	" 1"	"1"	" 1"	"1"	" 1"	"1"	" 1"	NA	"-1"	"1"	" 1"
14180102	14	" 1"	6	" 1"	"1"	" 1"	"1"	" 1"	"1"	" 1"	NA	"-1"	"1"	" 1"
14180103	6	" 1"	6	" 1"	"1"	" 1"	"1"	" 1"	"1"	" 1"	NA	"-1"	"1"	" 1"
14740101	11	" 1"	30	" 1"	"1"	" 1"	"1"	" 1"	"3"	" 1"	15	" 1"	"1"	" 1"
14910301	15	" 1"	600	" 1"	"1"	" 1"	"3"	" 1"	"7"	" 1"	0	" 1"	"4"	" 1"
15610101	6	" 1"	30	" 1"	"1"	" 1"	"1"	" 1"	"1"	" 1"	4	" 1"	"1"	" 1"
15660101	13	" 1"	10	" 1"	"1"	" 1"	"1"	" 1"	"3"	" 1"	3	" 1"	"1"	" 1"
15790301	12	" 1"	10	" 1"	"2"	" 1"	"1"	" 1"	"3"	" 1"	15	" 1"	"1"	" 1"
16870101	16	" 1"	30	" 1"	"1"	" 1"	"1"	" 1"	"4"	" 1"	0	" 1"	"1"	" 1"
17450101	15	" 1"	300	" 1"	"3"	" 1"	"1"	" 1"	"1"	" 1"	NA	"-1"	"1"	" 1"
17450201	16	" 1"	300	" 1"	"2"	" 1"	"1"	" 1"	"1"	" 1"	NA	"-1"	"1"	" 1"
18610201	11	" 1"	20	" 1"	"1"	" 1"	"1"	" 1"	"3"	" 1"	7	" 1"	"3"	" 1"
20440201	10	" 1"	30	" 1"	"1"	" 1"	"1"	" 1"	"3"	" 1"	8	" 1"	"1"	" 1"
20590201	12	" 1"	12	" 1"	"2"	" 1"	"1"	" 1"	"1"	" 1"	8	" 1"	"1"	" 1"
20590202	10	" 1"	12	" 1"	"2"	" 1"	"1"	" 1"	"1"	" 1"	8	" 1"	"1"	" 1"
20880101	12	" 1"	10	" 1"	"2"	" 1"	"1"	" 1"	"3"	" 1"	15	" 1"	"3"	" 1"
20880102	1	" 1"	10	" 1"	"1"	" 1"	"1"	" 1"	"1"	" 1"	0	" 1"	"3"	" 1"
20920201	5	" 1"	NA	"-1"	"2"	" 1"	"2"	" 1"	"7"	" 1"	0	" 1"	"4"	" 1"
21120101	12	" 1"	105	" 1"	"2"	" 1"	"1"	" 1"	"1"	" 1"	4	" 1"	"1"	" 1"
21480201	13	" 1"	30	" 1"	"2"	" 1"	"1"	" 1"	"1"	" 1"	12	" 1"	"1"	" 1"
23650301	14	" 1"	10	" 1"	"1"	" 1"	"1"	" 1"	"1"	" 1"	NA	"-1"	"3"	" 1"
23650302	11	" 1"	10	" 1"	"1"	" 1"	"1"	" 1"	"1"	" 1"	NA	"-1"	"3"	" 1"
24930301	8	" 1"	10	" 1"	"3"	" 1"	"1"	" 1"	"1"	" 1"	14	" 1"	"1"	" 1"
26650101	13	" 1"	15	" 1"	"1"	" 1"	"1"	" 1"	"3"	" 1"	10	" 1"	"1"	" 1"
27980201	9	" 1"	5	" 1"	"1"	" 1"	"1"	" 1"	"2"	" 1"	18	" 1"	"3"	" 1"
28490301	12	" 1"	NA	"-1"	"1"	" 1"	"3"	" 1"	"7"	" 1"	0	" 1"	"4"	" 1"
28490302	9	" 1"	NA	"-1"	"1"	" 1"	"3"	" 1"	"7"	" 1"	NA	"-1"	"4"	" 1"
28650201	12	" 1"	1	" 1"	"1"	" 1"	"1"	" 1"	"4"	" 1"	4	" 1"	"1"	" 1"
28650202	10	" 1"	1	" 1"	"1"	" 1"	"1"	" 1"	"4"	" 1"	4	" 1"	"1"	" 1"
29150101	13	" 1"	780	" 1"	"6"	" 1"	"3"	" 1"	"7"	" 1"	0	" 1"	"1"	" 1"
29780501	11	" 1"	NA	"-1"	"1"	" 1"	"3"	" 1"	"1"	" 1"	15	" 1"	"3"	" 1"
29780502	8	" 1"	NA	"-1"	"1"	" 1"	"3"	" 1"	"1"	" 1"	15	" 1"	"3"	" 1"
30050401	10	" 1"	8	" 1"	"2"	" 1"	"2"	" 1"	"3"	" 1"	0	" 1"	"1"	" 1"
30120101	14	" 1"	45	" 1"	"2"	" 1"	"1"	" 1"	"4"	" 1"	10	" 1"	"3"	" 1"
30170101	11	" 1"	20	" 1"	"2"	" 1"	"1"	" 1"	"2"	" 1"	NA	"-1"	"3"	" 1"
31350101	7	" 1"	60	" 1"	"3"	" 1"	"1"	" 1"	"4"	" 1"	NA	"-1"	"3"	" 1"
31630201	5	" 1"	45	" 1"	"1"	" 1"	"3"	" 1"	"4"	" 1"	6	" 1"	"1"	" 1"
32700301	14	" 1"	NA	"-1"	"6"	" 1"	"3"	" 1"	"7"	" 1"	0	" 1"	"1"	" 1"
32700302	17	" 1"	NA	"-1"	"6"	" 1"	"3"	" 1"	"7"	" 1"	0	" 1"	"1"	" 1"
33170201	17	" 1"	60	" 1"	"2"	" 1"	"1"	" 1"	"5"	" 1"	1	" 1"	"3"	" 1"
34130301	13	" 1"	20	" 1"	"1"	" 1"	"1"	" 1"	"1"	" 1"	4	" 1"	"1"	" 1"
39240101	6	" 1"	75	" 1"	"2"	" 1"	"1"	" 1"	"1"	" 1"	14	" 1"	"3"	" 1"
39550101	11	" 1"	75	" 1"	"3"	" 1"	"1"	" 1"	"4"	" 1"	4	" 1"	"3"	" 1"
40370301	11	" 1"	130	" 1"	"3"	" 1"	"1"	" 1"	"5"	" 1"	4	" 1"	"1"	" 1"
40420201	15	" 1"	NA	"-1"	"1"	" 1"	"3"	" 1"	"6"	" 1"	NA	"-1"	"1"	" 1"
40680301	5	" 1"	660	" 1"	"2"	" 1"	"3"	" 1"	"1"	" 1"	0	" 1"	"1"	" 1"
41340101	11	" 1"	60	" 1"	"5"	" 1"	"1"	" 1"	"5"	" 1"	1	" 1"	"1"	" 1"
42910101	7	" 1"	30	" 1"	"1"	" 1"	"3"	" 1"	"2"	" 1"	0	" 1"	"3"	" 1"
43640101	16	" 1"	16	" 1"	"2"	" 1"	"1"	" 1"	"7"	" 1"	0	" 1"	"1"	" 1"
43640102	16	" 1"	5	" 1"	"5"	" 1"	"1"	" 1"	"6"	" 1"	1	" 1"	"1"	" 1"
44030101	5	" 1"	720	" 1"	"2"	" 1"	"1"	" 1"	"7"	" 1"	0	" 1"	"1"	" 1"
44030201	13	" 1"	120	" 1"	"1"	" 1"	"1"	" 1"	"5"	" 1"	0	" 1"	"3"	" 1"
44030202	16	" 1"	120	" 1"	"1"	" 1"	"1"	" 1"	"5"	" 1"	0	" 1"	"3"	" 1"
44030203	14	" 1"	120	" 1"	"1"	" 1"	"1"	" 1"	"5"	" 1"	0	" 1"	"3"	" 1"
44030301	13	" 1"	120	" 1"	"1"	" 1"	"1"	" 1"	"5"	" 1"	0	" 1"	"3"	" 1"
44030302	16	" 1"	120	" 1"	"1"	" 1"	"1"	" 1"	"5"	" 1"	0	" 1"	"3"	" 1"
44030303	13	" 1"	120	" 1"	"1"	" 1"	"1"	" 1"	"5"	" 1"	0	" 1"	"3"	" 1"
45330101	12	" 1"	20	" 1"	"1"	" 1"	"1"	" 1"	"3"	" 1"	6	" 1"	"1"	" 1"
46820101	17	" 1"	720	" 1"	"2"	" 1"	"1"	" 1"	"7"	" 1"	0	" 1"	"3"	" 1"
47050101	14	" 1"	990	" 1"	"1"	" 1"	"3"	" 1"	"7"	" 1"	0	" 1"	"3"	" 1"
47050201	14	" 1"	990	" 1"	"1"	" 1"	"3"	" 1"	"7"	" 1"	0	" 1"	"3"	" 1"
47590301	10	" 1"	15	" 1"	"2"	" 1"	"1"	" 1"	"1"	" 1"	4	" 1"	"1"	" 1"
47830101	16	" 1"	15	" 1"	"2"	" 1"	"3"	" 1"	"7"	" 1"	0	" 1"	"4"	" 1"
48490101	7	" 1"	30	" 1"	"1"	" 1"	"1"	" 1"	"1"	" 1"	4	" 1"	"1"	" 1"
49220101	16	" 1"	20	" 1"	"2"	" 1"	"1"	" 1"	"3"	" 1"	12	" 1"	"1"	" 1"
49690201	13	" 1"	45	" 1"	"1"	" 1"	"1"	" 1"	"4"	" 1"	0	" 1"	"3"	" 1"
49980101	16	" 1"	10	" 1"	"2"	" 1"	"1"	" 1"	"4"	" 1"	4	" 1"	"1"	" 1"
49980102	13	" 1"	10	" 1"	"2"	" 1"	"1"	" 1"	"4"	" 1"	4	" 1"	"1"	" 1"
50530201	5	" 1"	5	" 1"	"1"	" 1"	"1"	" 1"	"1"	" 1"	3	" 1"	"1"	" 1"
50690101	14	" 1"	60	" 1"	"2"	" 1"	"1"	" 1"	"1"	" 1"	0	" 1"	"1"	" 1"
50920201	11	" 1"	10	" 1"	"1"	" 1"	"1"	" 1"	"3"	" 1"	4	" 1"	"1"	" 1"
50920202	7	" 1"	10	" 1"	"1"	" 1"	"1"	" 1"	"3"	" 1"	4	" 1"	"1"	" 1"
50930101	17	" 1"	25	" 1"	"3"	" 1"	"1"	" 1"	"1"	" 1"	6	" 1"	"3"	" 1"
50930102	15	" 1"	25	" 1"	"3"	" 1"	"1"	" 1"	"1"	" 1"	6	" 1"	"3"	" 1"
51090101	17	" 1"	900	" 1"	"1"	" 1"	"1"	" 1"	"7"	" 1"	0	" 1"	"3"	" 1"
51090102	12	" 1"	900	" 1"	"1"	" 1"	"1"	" 1"	"7"	" 1"	0	" 1"	"3"	" 1"
52070101	11	" 1"	600	" 1"	"1"	" 1"	"1"	" 1"	"7"	" 1"	0	" 1"	"3"	" 1"
52070102	6	" 1"	600	" 1"	"1"	" 1"	"1"	" 1"	"7"	" 1"	0	" 1"	"3"	" 1"
52070103	8	" 1"	600	" 1"	"1"	" 1"	"1"	" 1"	"7"	" 1"	0	" 1"	"3"	" 1"
52840101	17	" 1"	15	" 1"	"2"	" 1"	"1"	" 1"	"3"	" 1"	10	" 1"	"1"	" 1"
52840102	13	" 1"	15	" 1"	"2"	" 1"	"1"	" 1"	"3"	" 1"	10	" 1"	"1"	" 1"
53270201	1	" 1"	10	" 1"	"5"	" 1"	"3"	" 1"	"5"	" 1"	0	" 1"	"1"	" 1"
54370201	10	" 1"	30	" 1"	"1"	" 1"	"1"	" 1"	"4"	" 1"	0	" 1"	"3"	" 1"
55050201	10	" 1"	10	" 1"	"6"	" 1"	"1"	" 1"	"4"	" 1"	0	" 1"	"1"	" 1"
57210301	2	" 1"	40	" 1"	"1"	" 1"	"1"	" 1"	"2"	" 1"	0	" 1"	"1"	" 1"
59300201	NA	"-1"	200	" 1"	"2"	" 1"	"1"	" 1"	"1"	" 1"	6	" 1"	"2"	" 1"
60010101	15	" 1"	15	" 1"	"2"	" 1"	"1"	" 1"	"3"	" 1"	3	" 1"	"3"	" 1"
60860301	16	" 1"	15	" 1"	"1"	" 1"	"1"	" 1"	"3"	" 1"	3	" 1"	"1"	" 1"
60890101	9	" 1"	15	" 1"	"2"	" 1"	"1"	" 1"	"5"	" 1"	1	" 1"	"1"	" 1"
62260101	7	" 1"	5	" 1"	"6"	" 1"	"3"	" 1"	"7"	" 1"	0	" 1"	"1"	" 1"
63810201	NA	"-1"	NA	"-1"	"1"	" 1"	"1"	" 1"	"1"	" 1"	NA	"-1"	"1"	" 1"
64190101	10	" 1"	NA	"-1"	"1"	" 1"	"1"	" 1"	"1"	" 1"	8	" 1"	"3"	" 1"
65130101	5	" 1"	720	" 1"	"6"	" 1"	"2"	" 1"	"7"	" 1"	0	" 1"	" "	"-1"
65130102	4	" 1"	720	" 1"	"6"	" 1"	"2"	" 1"	"7"	" 1"	0	" 1"	"3"	" 1"
66480101	NA	"-1"	NA	"-1"	"3"	" 1"	"1"	" 1"	"4"	" 1"	2	" 1"	"3"	" 1"
